,filter_interaction,example_no,motif1,motif1_qval,motif2,motif2_qval,mean_distance,mean_distance_bg,num_obs,num_obs_bg,pval,adjusted_pval,TF1,TF2,TF_Interaction,TF1_Family,TF2_Family,Family_Interaction
1672,filter43$\longleftrightarrow$filter79,7689,MYB_tnt.MYB51_col_a_m1,0.000151339,WRKY_tnt.WRKY31_col_a_m1,0.011571399999999999,240.0,228.0,993.0,1427.0,6.4048287659227e-33,7.618486358879492e-33,MYB51,WRKY31,MYB51$\longleftrightarrow$WRKY31,MYB,WRKY,MYB$\longleftrightarrow$WRKY
1673,filter43$\longleftrightarrow$filter80,7690,MYB_tnt.MYB51_col_a_m1,0.000151339,G2like_tnt.AT2G40260_colamp_a_m1,0.00308251,132.0,102.0,691.0,731.0,1.5296432567188383e-67,3.881309212615618e-67,MYB51,AT2G40260,MYB51$\longleftrightarrow$AT2G40260,MYB,G2like,MYB$\longleftrightarrow$G2like
1674,filter43$\longleftrightarrow$filter82,7692,MYB_tnt.MYB51_col_a_m1,0.000151339,WRKY_tnt.WRKY7_colamp_a_m1,0.026701599999999995,282.0,258.0,1674.0,2029.0,6.389792977412223e-74,1.93270414219028e-73,MYB51,WRKY7,MYB51$\longleftrightarrow$WRKY7,MYB,WRKY,MYB$\longleftrightarrow$WRKY
1675,filter43$\longleftrightarrow$filter86,7696,MYB_tnt.MYB51_col_a_m1,0.000151339,NAC_tnt.ATAF1_col_a_m1,0.00480392,282.0,18.0,564.0,574.0,1.730660316300379e-30,1.991692511735641e-30,MYB51,ATAF1,MYB51$\longleftrightarrow$ATAF1,MYB,NAC,MYB$\longleftrightarrow$NAC
1676,filter43$\longleftrightarrow$filter87,7697,MYB_tnt.MYB51_col_a_m1,0.000151339,WRKY_tnt.WRKY7_colamp_a_m1,0.0009269339999999999,42.0,258.0,1621.0,1705.0,7.509868335271548e-78,2.5333133216126304e-77,MYB51,WRKY7,MYB51$\longleftrightarrow$WRKY7,MYB,WRKY,MYB$\longleftrightarrow$WRKY
1677,filter43$\longleftrightarrow$filter93,7703,MYB_tnt.MYB51_col_a_m1,0.000151339,G2like_tnt.AT2G40260_colamp_a_m1,0.0005813880000000001,30.0,330.0,1211.0,1856.0,4.928319645629795e-39,6.460061078917943e-39,MYB51,AT2G40260,MYB51$\longleftrightarrow$AT2G40260,MYB,G2like,MYB$\longleftrightarrow$G2like
1678,filter43$\longleftrightarrow$filter94,7704,MYB_tnt.MYB51_col_a_m1,0.000151339,WRKY_tnt.WRKY31_col_a_m1,0.0119128,198.0,60.0,811.0,1088.0,3.5071713342051006e-56,6.639304241937803e-56,MYB51,WRKY31,MYB51$\longleftrightarrow$WRKY31,MYB,WRKY,MYB$\longleftrightarrow$WRKY
1679,filter43$\longleftrightarrow$filter96,7706,MYB_tnt.MYB51_col_a_m1,0.000151339,WRKY_tnt.WRKY7_colamp_a_m1,0.00616182,192.0,6.0,1681.0,2022.0,2.299720702210962e-63,5.218751450319461e-63,MYB51,WRKY7,MYB51$\longleftrightarrow$WRKY7,MYB,WRKY,MYB$\longleftrightarrow$WRKY
1680,filter43$\longleftrightarrow$filter116,7726,MYB_tnt.MYB51_col_a_m1,0.000151339,G2like_tnt.AT2G40260_colamp_a_m1,0.00218549,42.0,36.0,1299.0,1828.0,3.2639817400572195e-36,4.0902863082557154e-36,MYB51,AT2G40260,MYB51$\longleftrightarrow$AT2G40260,MYB,G2like,MYB$\longleftrightarrow$G2like
1681,filter43$\longleftrightarrow$filter118,7728,MYB_tnt.MYB51_col_a_m1,0.000151339,G2like_tnt.AT2G40260_colamp_a_m1,0.00599276,156.0,18.0,1639.0,1584.0,1.0135079093597932e-88,4.7423556983151433e-88,MYB51,AT2G40260,MYB51$\longleftrightarrow$AT2G40260,MYB,G2like,MYB$\longleftrightarrow$G2like
1682,filter43$\longleftrightarrow$filter119,7729,MYB_tnt.MYB51_col_a_m1,0.000151339,MYB_tnt.MYB39_colamp_a_m1,0.00134307,198.0,498.0,1547.0,1510.0,6.2665106285247404e-117,7.130213582053457e-116,MYB51,MYB39,MYB51$\longleftrightarrow$MYB39,MYB,MYB,MYB$\longleftrightarrow$MYB
1683,filter43$\longleftrightarrow$filter137,7747,MYB_tnt.MYB51_col_a_m1,0.000151339,G2like_tnt.AT2G40260_colamp_a_m1,0.00879852,18.0,450.0,815.0,1219.0,1.3849054747336873e-80,5.077726224235195e-80,MYB51,AT2G40260,MYB51$\longleftrightarrow$AT2G40260,MYB,G2like,MYB$\longleftrightarrow$G2like
1684,filter43$\longleftrightarrow$filter143,7753,MYB_tnt.MYB51_col_a_m1,0.000151339,MYBrelated_tnt.TBP3_colamp_a_m1,0.029313799999999997,198.0,522.0,533.0,466.0,5.879699212058512e-28,6.568157802741427e-28,MYB51,TBP3,MYB51$\longleftrightarrow$TBP3,MYB,MYBrelated,MYB$\longleftrightarrow$MYBrelated
1685,filter43$\longleftrightarrow$filter145,7755,MYB_tnt.MYB51_col_a_m1,0.000151339,NAC_tnt.ATAF1_col_a_m1,0.041806,216.0,144.0,755.0,673.0,2.867680360104735e-45,4.243069756228755e-45,MYB51,ATAF1,MYB51$\longleftrightarrow$ATAF1,MYB,NAC,MYB$\longleftrightarrow$NAC
1686,filter43$\longleftrightarrow$filter147,7757,MYB_tnt.MYB51_col_a_m1,0.000151339,TCP_tnt.TCP1_col_a_m1,0.00245302,138.0,156.0,1142.0,807.0,3.270162071328229e-73,9.725906604449301e-73,MYB51,TCP1,MYB51$\longleftrightarrow$TCP1,MYB,TCP,MYB$\longleftrightarrow$TCP
1687,filter43$\longleftrightarrow$filter149,7759,MYB_tnt.MYB51_col_a_m1,0.000151339,TCP_tnt.TCP1_col_a_m1,0.0107682,66.0,138.0,488.0,535.0,4.965756002801297e-40,6.624066676973622e-40,MYB51,TCP1,MYB51$\longleftrightarrow$TCP1,MYB,TCP,MYB$\longleftrightarrow$TCP
1688,filter43$\longleftrightarrow$filter152,7762,MYB_tnt.MYB51_col_a_m1,0.000151339,AP2EREBP_tnt.RAP21_colamp_a_m1,0.0148232,246.0,132.0,446.0,251.0,4.969891948250051e-14,5.0408848626618656e-14,MYB51,RAP21,MYB51$\longleftrightarrow$RAP21,MYB,AP2EREBP,MYB$\longleftrightarrow$AP2EREBP
1689,filter43$\longleftrightarrow$filter157,7767,MYB_tnt.MYB51_col_a_m1,0.000151339,G2like_tnt.AT2G20400_col_a_m1,0.00998654,186.0,102.0,1551.0,1552.0,1.582066232904508e-98,9.959965421686613e-98,MYB51,AT2G20400,MYB51$\longleftrightarrow$AT2G20400,MYB,G2like,MYB$\longleftrightarrow$G2like
1690,filter43$\longleftrightarrow$filter161,7771,MYB_tnt.MYB51_col_a_m1,0.000151339,G2like_tnt.AT2G20400_col_a_m1,0.048160699999999994,48.0,96.0,1661.0,1880.0,3.908617792427579e-118,4.608764028566603e-117,MYB51,AT2G20400,MYB51$\longleftrightarrow$AT2G20400,MYB,G2like,MYB$\longleftrightarrow$G2like
1691,filter43$\longleftrightarrow$filter164,7774,MYB_tnt.MYB51_col_a_m1,0.000151339,HB_tnt.ATHB40_col_a_m1,0.012983100000000001,114.0,174.0,571.0,466.0,2.4779874429551298e-29,2.8160721386880323e-29,MYB51,ATHB40,MYB51$\longleftrightarrow$ATHB40,MYB,HB,HB$\longleftrightarrow$MYB
1692,filter43$\longleftrightarrow$filter174,7784,MYB_tnt.MYB51_col_a_m1,0.000151339,MYBrelated_tnt.AT1G72740_colamp_a_m1,0.0196442,132.0,330.0,653.0,596.0,3.634889383753236e-56,6.879078452154026e-56,MYB51,AT1G72740,MYB51$\longleftrightarrow$AT1G72740,MYB,MYBrelated,MYB$\longleftrightarrow$MYBrelated
1693,filter43$\longleftrightarrow$filter176,7786,MYB_tnt.MYB51_col_a_m1,0.000151339,G2like_tnt.AT2G40260_colamp_a_m1,0.00298049,252.0,114.0,1866.0,2300.0,8.603294909169367e-49,1.371503055450212e-48,MYB51,AT2G40260,MYB51$\longleftrightarrow$AT2G40260,MYB,G2like,MYB$\longleftrightarrow$G2like
1694,filter43$\longleftrightarrow$filter179,7789,MYB_tnt.MYB51_col_a_m1,0.000151339,G2like_tnt.AT2G40260_colamp_a_m1,0.0140888,138.0,240.0,1478.0,2025.0,4.407713762364385e-87,1.9500794221369698e-86,MYB51,AT2G40260,MYB51$\longleftrightarrow$AT2G40260,MYB,G2like,MYB$\longleftrightarrow$G2like
1695,filter43$\longleftrightarrow$filter182,7792,MYB_tnt.MYB51_col_a_m1,0.000151339,C2C2dof_tnt.OBP3_colamp_a_m1,0.047583099999999996,138.0,18.0,1224.0,1165.0,1.397070980146271e-87,6.288029205410684e-87,MYB51,OBP3,MYB51$\longleftrightarrow$OBP3,MYB,C2C2dof,MYB$\longleftrightarrow$C2C2dof
1696,filter43$\longleftrightarrow$filter185,7795,MYB_tnt.MYB51_col_a_m1,0.000151339,MYB_tnt.MYB67_col_a_m1,0.0006108590000000001,246.0,474.0,978.0,1421.0,1.5418829239841303e-75,4.862919105400436e-75,MYB51,MYB67,MYB51$\longleftrightarrow$MYB67,MYB,MYB,MYB$\longleftrightarrow$MYB
1697,filter43$\longleftrightarrow$filter189,7799,MYB_tnt.MYB51_col_a_m1,0.000151339,WRKY_tnt.WRKY6_col_a_m1,0.00227603,138.0,288.0,1209.0,1715.0,3.404873880018983e-57,6.590634767908038e-57,MYB51,WRKY6,MYB51$\longleftrightarrow$WRKY6,MYB,WRKY,MYB$\longleftrightarrow$WRKY
1698,filter43$\longleftrightarrow$filter191,7801,MYB_tnt.MYB51_col_a_m1,0.000151339,WRKY_tnt.WRKY31_col_a_m1,5.54258e-05,30.0,30.0,1663.0,1677.0,7.703728392526458e-139,1.8367384721557574e-137,MYB51,WRKY31,MYB51$\longleftrightarrow$WRKY31,MYB,WRKY,MYB$\longleftrightarrow$WRKY
1699,filter43$\longleftrightarrow$filter195,7805,MYB_tnt.MYB51_col_a_m1,0.000151339,AP2EREBP_tnt.AT1G12630_col_a_m1,3.77544e-05,48.0,150.0,888.0,578.0,2.9817131960769586e-38,3.859770997193067e-38,MYB51,AT1G12630,MYB51$\longleftrightarrow$AT1G12630,MYB,AP2EREBP,MYB$\longleftrightarrow$AP2EREBP
1700,filter44$\longleftrightarrow$filter45,7810,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,AP2EREBP_tnt.At1g19210_colamp_a_m1,0.030697500000000003,114.0,108.0,623.0,793.0,3.400431556276113e-73,1.0104095047393511e-72,AT2G40260,At1g19210,AT2G40260$\longleftrightarrow$At1g19210,G2like,AP2EREBP,AP2EREBP$\longleftrightarrow$G2like
1701,filter44$\longleftrightarrow$filter46,7811,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,bHLH_tnt.bHLH157_col_a_m1,0.00733547,54.0,96.0,586.0,678.0,1.1453919415733824e-69,3.086524862879413e-69,AT2G40260,bHLH157,AT2G40260$\longleftrightarrow$bHLH157,G2like,bHLH,G2like$\longleftrightarrow$bHLH
1702,filter44$\longleftrightarrow$filter50,7815,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,AP2EREBP_tnt.RAP21_colamp_a_m1,0.00440428,54.0,234.0,634.0,819.0,7.673604859024579e-50,1.2520636244854237e-49,AT2G40260,RAP21,AT2G40260$\longleftrightarrow$RAP21,G2like,AP2EREBP,AP2EREBP$\longleftrightarrow$G2like
1703,filter44$\longleftrightarrow$filter56,7821,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,WRKY_tnt.WRKY31_col_a_m1,0.00266194,204.0,378.0,313.0,426.0,3.0474675165708092e-40,4.082770688763903e-40,AT2G40260,WRKY31,WRKY31$\longleftrightarrow$AT2G40260,G2like,WRKY,WRKY$\longleftrightarrow$G2like
1704,filter44$\longleftrightarrow$filter62,7827,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,Trihelix_tnt.AT1G76880_col_a_m1,0.00509108,84.0,534.0,1038.0,1138.0,1.9249167470963241e-87,8.619010410671826e-87,AT2G40260,AT1G76880,AT2G40260$\longleftrightarrow$AT1G76880,G2like,Trihelix,G2like$\longleftrightarrow$Trihelix
1705,filter44$\longleftrightarrow$filter63,7828,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,MYB_tnt.MYB51_col_a_m1,0.00977119,132.0,144.0,292.0,504.0,4.3576462855344664e-48,6.841036104172388e-48,AT2G40260,MYB51,MYB51$\longleftrightarrow$AT2G40260,G2like,MYB,MYB$\longleftrightarrow$G2like
1706,filter44$\longleftrightarrow$filter70,7835,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,AP2EREBP_tnt.ERF7_colamp_a_m1,0.00069329,162.0,6.0,438.0,288.0,2.0847649131385047e-46,3.153234231326007e-46,AT2G40260,ERF7,AT2G40260$\longleftrightarrow$ERF7,G2like,AP2EREBP,AP2EREBP$\longleftrightarrow$G2like
1707,filter44$\longleftrightarrow$filter71,7836,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,WRKY_tnt.WRKY7_colamp_a_m1,0.0426075,162.0,384.0,935.0,1375.0,5.277807131996971e-82,2.0194295015656256e-81,AT2G40260,WRKY7,AT2G40260$\longleftrightarrow$WRKY7,G2like,WRKY,WRKY$\longleftrightarrow$G2like
1708,filter44$\longleftrightarrow$filter72,7837,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,G2like_tnt.AT2G20400_col_a_m1,0.000804975,150.0,90.0,797.0,783.0,2.937250615454368e-80,1.0684948067529135e-79,AT2G40260,AT2G20400,AT2G40260$\longleftrightarrow$AT2G20400,G2like,G2like,G2like$\longleftrightarrow$G2like
1709,filter44$\longleftrightarrow$filter74,7839,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,MYB_tnt.MYB39_colamp_a_m1,0.000219562,84.0,534.0,858.0,1268.0,5.806164166511129e-76,1.8541483701067983e-75,AT2G40260,MYB39,AT2G40260$\longleftrightarrow$MYB39,G2like,MYB,MYB$\longleftrightarrow$G2like
1710,filter44$\longleftrightarrow$filter76,7841,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,REM_tnt.REM19_colamp_a_m1,0.019425099999999997,174.0,534.0,889.0,1345.0,1.526518523235814e-64,3.576556381342619e-64,AT2G40260,REM19,AT2G40260$\longleftrightarrow$REM19,G2like,REM,G2like$\longleftrightarrow$REM
1711,filter44$\longleftrightarrow$filter77,7842,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,C2C2dof_tnt.AT5G02460_colamp_a_m1,0.011696,240.0,282.0,935.0,1415.0,7.815266437181056e-67,1.9461780775149607e-66,AT2G40260,AT5G02460,AT2G40260$\longleftrightarrow$AT5G02460,G2like,C2C2dof,C2C2dof$\longleftrightarrow$G2like
1712,filter44$\longleftrightarrow$filter79,7844,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,WRKY_tnt.WRKY31_col_a_m1,0.011571399999999999,18.0,30.0,558.0,1032.0,4.517622925080205e-35,5.543153190603606e-35,AT2G40260,WRKY31,WRKY31$\longleftrightarrow$AT2G40260,G2like,WRKY,WRKY$\longleftrightarrow$G2like
1713,filter44$\longleftrightarrow$filter81,7846,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,MYB_tnt.MYB67_col_a_m1,0.00354035,402.0,24.0,957.0,1371.0,1.007670070046099e-106,8.260987312415779e-106,AT2G40260,MYB67,AT2G40260$\longleftrightarrow$MYB67,G2like,MYB,MYB$\longleftrightarrow$G2like
1714,filter44$\longleftrightarrow$filter82,7847,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,WRKY_tnt.WRKY7_colamp_a_m1,0.026701599999999995,18.0,42.0,956.0,1419.0,3.170460466865731e-75,9.917420150807248e-75,AT2G40260,WRKY7,AT2G40260$\longleftrightarrow$WRKY7,G2like,WRKY,WRKY$\longleftrightarrow$G2like
1715,filter44$\longleftrightarrow$filter85,7850,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,Trihelix_tnt.AT1G76880_col_a_m1,0.016598500000000002,24.0,282.0,133.0,225.0,3.399597315421861e-15,3.460313921086609e-15,AT2G40260,AT1G76880,AT2G40260$\longleftrightarrow$AT1G76880,G2like,Trihelix,G2like$\longleftrightarrow$Trihelix
1716,filter44$\longleftrightarrow$filter86,7851,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,NAC_tnt.ATAF1_col_a_m1,0.00480392,18.0,234.0,323.0,404.0,2.928081780688344e-40,3.923231043335156e-40,AT2G40260,ATAF1,AT2G40260$\longleftrightarrow$ATAF1,G2like,NAC,G2like$\longleftrightarrow$NAC
1717,filter44$\longleftrightarrow$filter87,7852,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,WRKY_tnt.WRKY7_colamp_a_m1,0.0009269339999999999,168.0,30.0,886.0,1162.0,3.8518593160491357e-75,1.202572319864067e-74,AT2G40260,WRKY7,AT2G40260$\longleftrightarrow$WRKY7,G2like,WRKY,WRKY$\longleftrightarrow$G2like
1718,filter44$\longleftrightarrow$filter92,7857,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,C2C2dof_tnt.At4g38000_col_a_m1,0.0006273730000000001,234.0,162.0,894.0,1161.0,9.858868807231512e-93,5.208752371457642e-92,AT2G40260,At4g38000,AT2G40260$\longleftrightarrow$At4g38000,G2like,C2C2dof,C2C2dof$\longleftrightarrow$G2like
1719,filter44$\longleftrightarrow$filter94,7859,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,WRKY_tnt.WRKY31_col_a_m1,0.0119128,108.0,486.0,468.0,746.0,1.2653259150747884e-62,2.822115506433539e-62,AT2G40260,WRKY31,WRKY31$\longleftrightarrow$AT2G40260,G2like,WRKY,WRKY$\longleftrightarrow$G2like
1720,filter44$\longleftrightarrow$filter95,7860,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,G2like_tnt.AT2G20400_col_a_m1,0.039337300000000006,192.0,396.0,554.0,771.0,7.35930646801989e-65,1.7386696044627355e-64,AT2G40260,AT2G20400,AT2G40260$\longleftrightarrow$AT2G20400,G2like,G2like,G2like$\longleftrightarrow$G2like
1721,filter44$\longleftrightarrow$filter96,7861,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,WRKY_tnt.WRKY7_colamp_a_m1,0.00616182,78.0,288.0,914.0,1406.0,4.888603634270258e-74,1.4834777119034967e-73,AT2G40260,WRKY7,AT2G40260$\longleftrightarrow$WRKY7,G2like,WRKY,WRKY$\longleftrightarrow$G2like
1722,filter44$\longleftrightarrow$filter108,7873,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,MYB_tnt.MYB51_col_a_m1,0.018973300000000002,36.0,234.0,725.0,986.0,1.2288369412253038e-76,3.996872894688761e-76,AT2G40260,MYB51,MYB51$\longleftrightarrow$AT2G40260,G2like,MYB,MYB$\longleftrightarrow$G2like
1723,filter44$\longleftrightarrow$filter113,7878,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,MYB_tnt.MYB67_col_a_m1,0.00826775,42.0,114.0,369.0,489.0,3.3222932659798496e-39,4.368094576357601e-39,AT2G40260,MYB67,AT2G40260$\longleftrightarrow$MYB67,G2like,MYB,MYB$\longleftrightarrow$G2like
1724,filter44$\longleftrightarrow$filter119,7884,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,MYB_tnt.MYB39_colamp_a_m1,0.00134307,402.0,186.0,885.0,994.0,7.041093815409104e-107,5.812704767307872e-106,AT2G40260,MYB39,AT2G40260$\longleftrightarrow$MYB39,G2like,MYB,MYB$\longleftrightarrow$G2like
1725,filter44$\longleftrightarrow$filter123,7888,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,NAC_tnt.ANAC042_col_a_m1,0.00857707,222.0,210.0,161.0,251.0,1.4437313895453855e-20,1.5117935108189813e-20,AT2G40260,ANAC042,AT2G40260$\longleftrightarrow$ANAC042,G2like,NAC,G2like$\longleftrightarrow$NAC
1726,filter44$\longleftrightarrow$filter124,7889,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,Trihelix_tnt.AT2G33550_col_a_m1,0.00273708,24.0,486.0,326.0,493.0,6.20188893727185e-47,9.500983830571844e-47,AT2G40260,AT2G33550,AT2G40260$\longleftrightarrow$AT2G33550,G2like,Trihelix,G2like$\longleftrightarrow$Trihelix
1727,filter44$\longleftrightarrow$filter129,7894,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,MYB_tnt.MYB51_col_a_m1,0.0122174,114.0,162.0,971.0,1502.0,1.713476835490582e-114,1.8220063830085616e-113,AT2G40260,MYB51,MYB51$\longleftrightarrow$AT2G40260,G2like,MYB,MYB$\longleftrightarrow$G2like
1728,filter44$\longleftrightarrow$filter130,7895,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,NAC_tnt.ANAC042_col_a_m1,0.00291876,12.0,360.0,363.0,435.0,1.5776633426068757e-51,2.6822134598761926e-51,AT2G40260,ANAC042,AT2G40260$\longleftrightarrow$ANAC042,G2like,NAC,G2like$\longleftrightarrow$NAC
1729,filter44$\longleftrightarrow$filter136,7901,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,AP2EREBP_tnt.DEAR5_col_a_m1,0.00816865,78.0,222.0,355.0,460.0,9.235769568844283e-42,1.269942748968917e-41,AT2G40260,DEAR5,AT2G40260$\longleftrightarrow$DEAR5,G2like,AP2EREBP,AP2EREBP$\longleftrightarrow$G2like
1730,filter44$\longleftrightarrow$filter139,7904,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,MYB_tnt.MYB51_col_a_m1,0.037427499999999995,186.0,288.0,851.0,1092.0,5.226234013023312e-74,1.5851933885439986e-73,AT2G40260,MYB51,MYB51$\longleftrightarrow$AT2G40260,G2like,MYB,MYB$\longleftrightarrow$G2like
1731,filter44$\longleftrightarrow$filter142,7907,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,C2C2dof_tnt.AT5G66940_col_a_m1,0.00714335,108.0,180.0,408.0,981.0,9.254221102724075e-59,1.8704207343101047e-58,AT2G40260,AT5G66940,AT2G40260$\longleftrightarrow$AT5G66940,G2like,C2C2dof,C2C2dof$\longleftrightarrow$G2like
1732,filter44$\longleftrightarrow$filter143,7908,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,MYBrelated_tnt.TBP3_colamp_a_m1,0.029313799999999997,186.0,396.0,305.0,363.0,5.743600962285368e-30,6.574958233101582e-30,AT2G40260,TBP3,AT2G40260$\longleftrightarrow$TBP3,G2like,MYBrelated,G2like$\longleftrightarrow$MYBrelated
1733,filter44$\longleftrightarrow$filter145,7910,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,NAC_tnt.ATAF1_col_a_m1,0.041806,42.0,246.0,384.0,454.0,1.9135138833248715e-40,2.571803827050412e-40,AT2G40260,ATAF1,AT2G40260$\longleftrightarrow$ATAF1,G2like,NAC,G2like$\longleftrightarrow$NAC
1734,filter44$\longleftrightarrow$filter147,7912,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,TCP_tnt.TCP1_col_a_m1,0.00245302,66.0,294.0,631.0,546.0,5.614988229675305e-52,9.635652014844282e-52,AT2G40260,TCP1,TCP1$\longleftrightarrow$AT2G40260,G2like,TCP,TCP$\longleftrightarrow$G2like
1735,filter44$\longleftrightarrow$filter149,7914,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,TCP_tnt.TCP1_col_a_m1,0.0107682,72.0,108.0,316.0,375.0,3.190762805619213e-42,4.4273111063185966e-42,AT2G40260,TCP1,TCP1$\longleftrightarrow$AT2G40260,G2like,TCP,TCP$\longleftrightarrow$G2like
1736,filter44$\longleftrightarrow$filter150,7915,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,WRKY_tnt.WRKY31_col_a_m1,0.00014247,30.0,186.0,426.0,793.0,6.736415516203823e-49,1.076798907830637e-48,AT2G40260,WRKY31,WRKY31$\longleftrightarrow$AT2G40260,G2like,WRKY,WRKY$\longleftrightarrow$G2like
1737,filter44$\longleftrightarrow$filter152,7917,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,AP2EREBP_tnt.RAP21_colamp_a_m1,0.0148232,102.0,126.0,300.0,151.0,7.436691944111479e-23,7.915495996214334e-23,AT2G40260,RAP21,AT2G40260$\longleftrightarrow$RAP21,G2like,AP2EREBP,AP2EREBP$\longleftrightarrow$G2like
1738,filter44$\longleftrightarrow$filter154,7919,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,HB_tnt.ATHB40_col_a_m1,0.0102141,198.0,252.0,315.0,387.0,7.004593450511329e-29,7.91595819237643e-29,AT2G40260,ATHB40,AT2G40260$\longleftrightarrow$ATHB40,G2like,HB,HB$\longleftrightarrow$G2like
1739,filter44$\longleftrightarrow$filter157,7922,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,G2like_tnt.AT2G20400_col_a_m1,0.00998654,126.0,84.0,827.0,1051.0,1.79868613229201e-96,1.0599604355103118e-95,AT2G40260,AT2G20400,AT2G40260$\longleftrightarrow$AT2G20400,G2like,G2like,G2like$\longleftrightarrow$G2like
1740,filter44$\longleftrightarrow$filter159,7924,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,MYBrelated_tnt.AT1G72740_colamp_a_m1,0.0240901,228.0,48.0,719.0,1141.0,1.2338490157766535e-47,1.917779199880602e-47,AT2G40260,AT1G72740,AT2G40260$\longleftrightarrow$AT1G72740,G2like,MYBrelated,G2like$\longleftrightarrow$MYBrelated
1741,filter44$\longleftrightarrow$filter161,7926,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,G2like_tnt.AT2G20400_col_a_m1,0.048160699999999994,18.0,36.0,904.0,1290.0,1.3432976637187624e-111,1.2862792809404275e-110,AT2G40260,AT2G20400,AT2G40260$\longleftrightarrow$AT2G20400,G2like,G2like,G2like$\longleftrightarrow$G2like
1742,filter44$\longleftrightarrow$filter164,7929,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,HB_tnt.ATHB40_col_a_m1,0.012983100000000001,72.0,396.0,339.0,290.0,3.7414053995659957e-34,4.527877597276759e-34,AT2G40260,ATHB40,AT2G40260$\longleftrightarrow$ATHB40,G2like,HB,HB$\longleftrightarrow$G2like
1743,filter44$\longleftrightarrow$filter165,7930,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,WRKY_tnt.WRKY42_colamp_a_m1,0.0108482,102.0,174.0,451.0,600.0,5.935308123465543e-52,1.0181306106443732e-51,AT2G40260,WRKY42,AT2G40260$\longleftrightarrow$WRKY42,G2like,WRKY,WRKY$\longleftrightarrow$G2like
1744,filter44$\longleftrightarrow$filter168,7933,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,MYB_tnt.MYB51_col_a_m1,0.000122444,54.0,42.0,990.0,1515.0,5.6238770036097805e-55,1.0352267712835455e-54,AT2G40260,MYB51,MYB51$\longleftrightarrow$AT2G40260,G2like,MYB,MYB$\longleftrightarrow$G2like
1745,filter44$\longleftrightarrow$filter171,7936,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,BZR_tnt.BZR1_col_a_m1,0.00023313099999999997,72.0,432.0,459.0,695.0,1.7393184640417884e-71,4.9324976258749446e-71,AT2G40260,BZR1,AT2G40260$\longleftrightarrow$BZR1,G2like,BZR,G2like$\longleftrightarrow$BZR
1746,filter44$\longleftrightarrow$filter172,7937,G2like_tnt.AT2G40260_colamp_a_m1,0.00290962,AP2EREBP_tnt.ERF1_col_a_m1,0.000678333,42.0,210.0,179.0,322.0,1.1466389932284582e-19,1.1949175617940962e-19,AT2G40260,ERF1,AT2G40260$\longleftrightarrow$ERF1,G2like,AP2EREBP,AP2EREBP$\longleftrightarrow$G2like
